0.00	1.00
1.50	-1.00
1.20	-1.50
2.50	3.50
4.10	5.80
4.70	-3.40
-2.30	-3.90
-5.80	-6.10
-2.10	3.00
-3.50	6.30
-4.90	3.10
3.30	-2.70
4.60	1.80
6.20	4.00
-5.00	-7.20
4.10	-6.60
3.40	0.20
0.50	4.10
-8.00	-7.00
7.00	-2.00
-3.00	-3.00
-1.00	3.00
-10.00	10.00
1.00	-9.00
2.00	9.00
-10.00	6.00
-9.00	1.00
4.00	4.00
9.00	2.00
6.00	-4.00
4.00	-7.00
-3.00	-1.00
-3.00	6.00
7.00	5.00
-5.00	-3.00
9.00	6.00
-5.00	2.00
5.00	1.00
-5.00	1.00
10.00	7.00
10.00	1.00
-2.00	-2.00
-6.00	-3.00
6.00	8.00
-1.00	-1.00
-4.00	-6.00
-3.00	9.00
-1.00	5.00
-5.00	-4.00
1.00	-2.00
-6.00	-2.00
9.00	-7.00
-1.00	0.00
-2.00	-3.00
-8.00	7.00
7.00	1.00
2.00	2.00
3.00	-5.00
1.00	6.00
3.00	-3.00
-6.00	6.00
10.00	7.00
6.00	1.00
9.00	10.00
0.00	8.00
9.00	6.00
3.00	2.00
10.00	0.00
-7.00	-8.00
-10.00	1.00
-5.00	3.00
-9.00	0.00
10.00	-5.00
10.00	2.00
10.00	1.00
0.00	-6.00
-10.00	-7.00
7.00	-3.00
-5.00	6.00
10.00	1.00
-10.00	0.00
-7.00	-7.00
-8.00	8.00
-10.00	-10.00
-9.00	-8.00
7.00	-10.00
-8.00	7.00
-4.00	-6.00
-10.00	-6.00
9.00	-9.00
4.00	-6.00
7.00	-2.00
5.00	-3.00
3.00	6.00
2.00	1.00
0.00	5.00
-1.00	10.00
-10.00	1.00
-4.00	-8.00
-8.00	0.00
6.00	-7.00
-1.00	-9.00
3.00	3.00
-10.00	10.00
-4.00	-3.00
-2.00	-4.00
2.00	8.00
5.00	2.00
-10.00	1.00
6.00	2.00
-10.00	-7.00
-2.00	-4.00
8.00	7.00
-5.00	2.00
-6.00	1.00
-2.00	-1.00
-3.00	10.00
-5.00	-4.00
-7.00	4.00
-7.00	-10.00
8.00	0.00
-10.00	-1.00
5.00	3.00
10.00	-8.00
5.00	5.00
1.00	-6.00
8.00	-9.00
-7.00	-2.00
10.00	-4.00
7.00	-6.00
7.00	9.00
-6.00	10.00
8.00	-3.00
10.00	6.00
1.00	-8.00
-7.00	0.00
-8.00	-5.00
10.00	6.00
10.00	-3.00
1.00	6.00
-3.00	-4.00
4.00	8.00
9.00	-10.00
7.00	-2.00
9.00	-4.00
-2.00	0.00
9.00	-1.00
-1.00	-7.00
3.00	10.00
-3.00	4.00
2.00	-7.00
6.00	4.00
-1.00	-8.00
4.00	7.00
-8.00	1.00
4.00	4.00
-2.00	-3.00
3.00	-8.00
2.00	-3.00
-10.00	-6.00
-3.00	2.00
9.00	-2.00
5.00	0.00
6.00	-2.00
-8.00	-9.00
1.00	-8.00
5.00	10.00
0.00	7.00
3.00	0.00
7.00	9.00
-7.00	-5.00
8.00	-3.00
-8.00	-5.00
-7.00	-9.00
9.00	9.00
-4.00	-2.00
-9.00	10.00
-3.00	-1.00
-7.00	-8.00
3.00	9.00
4.00	-3.00
10.00	-3.00
-4.00	5.00
7.00	-2.00
0.00	-1.00
9.00	10.00
4.00	-10.00
7.00	-10.00
0.00	-4.00
-6.00	-3.00
-10.00	3.00
-1.00	-7.00
-8.00	3.00
5.00	10.00
4.00	10.00
-8.00	1.00
9.00	5.00
-9.00	-4.00
-1.00	-8.00
-7.00	4.00
-4.00	-3.00
5.00	-5.00
6.00	6.00
-10.00	9.00
-4.00	-10.00
-5.00	9.00
-5.00	7.00
1.00	-8.00
6.00	-5.00
-5.00	-8.00
