74.00	33.00	-100.00
92.00	89.00	-71.00
81.00	31.00	12.00
83.00	-27.00	68.00
-66.00	62.00	-54.00
2.00	-2.00	-53.00
17.00	-89.00	-27.00
-90.00	100.00	82.00
13.00	6.00	82.00
68.00	-15.00	25.00
46.00	-29.00	92.00
-41.00	11.00	54.00
-62.00	-14.00	-71.00
82.00	-83.00	-82.00
25.00	-14.00	-52.00
-99.00	-16.00	-65.00
48.00	-55.00	-99.00
38.00	3.00	1.00
67.00	-100.00	-28.00
26.00	32.00	-45.00
8.00	82.00	-50.00
59.00	-28.00	-87.00
48.00	-52.00	-57.00
-7.00	72.00	53.00
68.00	18.00	76.00
-86.00	79.00	8.00
-69.00	-99.00	-98.00
-6.00	-47.00	-22.00
-92.00	95.00	32.00
64.00	35.00	-54.00
-18.00	-7.00	-72.00
-30.00	63.00	-30.00
90.00	100.00	0.00
-40.00	43.00	-91.00
-40.00	89.00	-54.00
57.00	-22.00	-66.00
37.00	-39.00	-93.00
-96.00	25.00	-29.00
3.00	88.00	-93.00
-15.00	-18.00	11.00
-9.00	-73.00	47.00
-40.00	-34.00	-45.00
96.00	50.00	93.00
4.00	-13.00	69.00
-54.00	71.00	77.00
-86.00	95.00	18.00
-12.00	79.00	-86.00
39.00	-81.00	-31.00
-85.00	98.00	54.00
-75.00	-79.00	49.00
-82.00	92.00	-61.00
17.00	-79.00	-69.00
51.00	38.00	-35.00
51.00	5.00	-58.00
99.00	12.00	2.00
-24.00	63.00	13.00
-40.00	-21.00	74.00
62.00	87.00	11.00
-24.00	-89.00	65.00
-24.00	12.00	-94.00
99.00	27.00	1.00
-71.00	29.00	94.00
7.00	-71.00	100.00
-98.00	33.00	-55.00
-45.00	-53.00	31.00
-54.00	-92.00	-2.00
98.00	-87.00	75.00
-33.00	10.00	-91.00
18.00	85.00	-87.00
-69.00	-57.00	-12.00
15.00	82.00	64.00
18.00	-84.00	92.00
33.00	49.00	96.00
39.00	79.00	69.00
-99.00	-9.00	-34.00
58.00	76.00	88.00
79.00	-91.00	29.00
99.00	-83.00	-15.00
98.00	-72.00	-73.00
41.00	3.00	-65.00
-62.00	97.00	40.00
-100.00	6.00	7.00
16.00	-20.00	-17.00
88.00	60.00	-63.00
-78.00	-39.00	-46.00
-6.00	-89.00	87.00
-22.00	47.00	33.00
78.00	67.00	-61.00
34.00	-82.00	-46.00
-29.00	-80.00	3.00
