300
-9	81	1
9	81	1
6	36	1
5	25	1
-4	16	1
8	64	1
-1	1	1
-10	100	1
-2	4	1
10	100	1
3	9	1
-6	36	1
7	49	1
6	36	1
-10	100	1
9	81	1
-5	25	1
-8	64	1
-10	100	1
9	81	1
-10	100	1
-9	81	1
4	16	1
2	4	1
0	0	1
10	100	1
-10	100	1
1	1	1
8	64	1
1	1	1
3	9	1
-1	1	1
-10	100	1
6	36	1
-5	25	1
7	49	1
2	4	1
-7	49	1
-9	81	1
7	49	1
8	64	1
-4	16	1
-8	64	1
-9	81	1
-8	64	1
5	25	1
-6	36	1
-2	4	1
8	64	1
-6	36	1
-1	1	1
8	64	1
10	100	1
7	49	1
-9	81	1
6	36	1
7	49	1
-10	100	1
8	64	1
5	25	1
-9	81	1
-3	9	1
3	9	1
1	1	1
5	25	1
-2	4	1
-3	9	1
-6	36	1
-2	4	1
4	16	1
-1	1	1
-10	100	1
4	16	1
-4	16	1
0	0	1
7	49	1
-2	4	1
-10	100	1
9	81	1
8	64	1
-3	9	1
-10	100	1
6	36	1
-6	36	1
-3	9	1
-10	100	1
-6	36	1
-8	64	1
-10	100	1
4	16	1
7	49	1
-9	81	1
-9	81	1
1	1	1
-3	9	1
-8	64	1
-4	16	1
8	64	1
-3	9	1
-9	81	1
-7	49	1
-5	25	1
5	25	1
1	1	1
8	64	1
10	100	1
-6	36	1
10	100	1
7	49	1
4	16	1
0	0	1
7	49	1
0	0	1
3	9	1
3	9	1
2	4	1
0	0	1
6	36	1
-2	4	1
-3	9	1
-6	36	1
10	100	1
8	64	1
-4	16	1
5	25	1
1	1	1
4	16	1
10	100	1
1	1	1
-4	16	1
1	1	1
-6	36	1
-2	4	1
0	0	1
7	49	1
0	0	1
8	64	1
-7	49	1
2	4	1
-2	4	1
-9	81	1
7	49	1
10	100	1
-9	81	1
1	1	1
10	100	1
4	16	1
-9	81	1
-2	4	1
9	81	1
8	64	1
-6	36	1
8	64	1
1	1	1
5	25	1
6	36	1
10	100	1
9	81	1
3	9	1
7	49	1
0	0	1
9	81	1
8	64	1
4	16	1
-3	9	1
4	16	1
-10	100	1
-3	9	1
-3	9	1
1	1	1
6	36	1
6	36	1
2	4	1
-1	1	1
-10	100	1
2	4	1
7	49	1
10	100	1
10	100	1
-8	64	1
-9	81	1
-8	64	1
8	64	1
3	9	1
-10	100	1
-5	25	1
-10	100	1
7	49	1
-8	64	1
8	64	1
-7	49	1
8	64	1
-1	1	1
-7	49	1
2	4	1
4	16	1
-9	81	1
3	9	1
2	4	1
-7	49	1
1	1	1
-9	81	1
10	100	1
2	4	1
-6	36	1
-9	81	1
-3	9	1
10	100	1
-2	4	1
-6	36	1
-8	64	1
7	49	1
-6	36	1
6	36	1
10	100	1
-9	81	1
1	1	1
2	4	1
-8	64	1
-6	36	1
-5	25	1
-3	9	1
7	49	1
-2	4	1
8	64	1
-8	64	1
-6	36	1
0	0	1
5	25	1
6	36	1
-5	25	1
9	9	0
0	0	0
9	9	0
-3	-3	0
-6	-6	0
1	1	0
-1	-1	0
-4	-4	0
-9	-9	0
4	4	0
0	0	0
-7	-7	0
8	8	0
2	2	0
0	0	0
-9	-9	0
0	0	0
-5	-5	0
2	2	0
-7	-7	0
9	9	0
-5	-5	0
6	6	0
-1	-1	0
-3	-3	0
-3	-3	0
-2	-2	0
-8	-8	0
5	5	0
1	1	0
-2	-2	0
-5	-5	0
3	3	0
3	3	0
-5	-5	0
-7	-7	0
9	9	0
6	6	0
1	1	0
10	10	0
-7	-7	0
9	9	0
-3	-3	0
-6	-6	0
-8	-8	0
5	5	0
3	3	0
-7	-7	0
5	5	0
-7	-7	0
4	4	0
5	5	0
-6	-6	0
3	3	0
-2	-2	0
9	9	0
9	9	0
-2	-2	0
6	6	0
-8	-8	0
4	4	0
8	8	0
-7	-7	0
9	9	0
6	6	0
2	2	0
-4	-4	0
-3	-3	0
4	4	0
